AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2015,54261,El Zulia,54,Norte de Santander,3801.0,Norte de Santander (ETC),5643,92.82,92.82,52.02,100.13,73.26,39.75,109.76,88.54,126.4,108.7,82.0,22.81,20.0,0.52,0.28,0.54,0.73,,98.58,0.28,98.2,98.79,99.26,0.89,0.28,1.27,0.49,0.74,0.8,0.0,0.54,1.34,0.93
2023,5347,Heliconia,5,Antioquia,3758.0,Antioquia (ETC),858,79.02,79.02,60.94,73.78,64.65,44.67,91.61,76.56,89.05,97.64,92.0,,,7.34,2.04,5.18,12.89,2.78,90.58,0.0,92.88,83.98,96.3,2.08,0.0,1.94,3.13,0.93,12.72,0.0,14.24,17.51,2.78
2013,19300,Guachene,19,Cauca,3777.0,Cauca (ETC),5179,72.04,72.0,31.2,69.6,55.4,32.6,100.7,75.9,102.9,101.9,105.6,41.51,88.24,1.15,0.3,1.0,1.72,0.82,93.17,0.89,91.62,92.57,97.13,5.69,0.89,7.37,5.71,2.05,2.1,0.6,0.85,4.61,1.64
2021,25885,Yacopí,25,Cundinamarca,3.785,Cundinamarca (ETC),2.384,88.34,88.34,61.14,82.49,76.95,40.4,111.12,87.05,121.76,115.86,86.62,,,4.79,3.57,4.28,5.29,6.11,95.17,0.0,95.72,94.71,93.45,0.05,0.0,0.0,0.0,0.44,3.77,0.6,4.68,4.16,0.87
2019,85430,Trinidad,85,Casanare,3825.0,Casanare (ETC),3165,97.69,97.69,71.68,95.58,79.94,37.95,106.64,91.61,117.88,114.29,68.88,,,5.32,5.18,3.97,7.26,5.52,87.19,0.0,90.36,82.45,81.49,7.48,0.0,5.66,10.28,12.99,0.86,0.0,0.59,1.6,0.32
2019,52227,Cumbal,52,Nariño,3798.0,Nariño (ETC),6847,84.2,84.2,46.31,80.76,77.75,53.88,93.72,71.81,92.77,103.52,88.36,,,0.24,0.0,0.08,0.41,0.42,99.76,0.0,99.92,99.59,99.58,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.92,2.0,0.93
2020,44001,Riohacha,44,La Guajira,4449.0,Riohacha,50943,112.03,111.89,91.97,107.75,82.25,40.5,121.99,117.77,136.78,122.91,78.76,,,0.52,0.94,0.34,0.51,1.22,80.84,7.0,80.38,76.77,88.06,18.64,7.0,19.28,22.72,10.71,8.15,1.73,9.67,8.95,2.25
2014,15299,Garagoa,15,Boyacá,3769.0,Boyacá (ETC),3962,72.61,90.69,85.54,88.91,77.55,59.0,79.98,78.57,74.57,84.71,84.11,26.82,15.0,2.48,2.79,1.51,3.07,3.1,92.58,0.0,95.97,89.21,91.35,4.93,0.0,2.52,7.72,5.54,0.82,0.0,0.71,1.12,0.67
2016,8558,Polonuevo,8,Atlántico,3764.0,Atlántico (ETC),3202,97.4,97.28,60.15,97.32,81.48,49.14,105.84,88.93,119.35,107.89,75.72,30.31,100.0,5.21,5.07,2.56,10.38,1.4,89.35,0.0,91.67,83.72,92.7,5.43,0.0,5.77,5.89,5.9,1.65,0.0,2.24,1.5,0.56
2023,19807,Timbío,19,Cauca,3777.0,Cauca (ETC),6203,83.94,83.94,57.88,85.28,69.88,47.32,95.87,92.32,97.89,95.93,92.72,,,3.15,4.61,1.52,4.57,3.88,89.55,0.97,93.27,83.91,89.3,7.3,0.97,5.21,11.52,6.82,7.62,3.88,7.91,8.31,7.09
2020,15272,Firavitoba,15,Boyacá,3769.0,Boyacá (ETC),1164,68.81,68.73,56.12,54.32,76.23,48.7,71.82,62.24,60.08,90.7,68.39,,,0.12,0.0,0.0,0.28,0.0,90.71,0.0,97.6,86.61,82.58,9.17,0.0,2.4,13.11,17.42,4.34,0.0,1.71,5.98,7.58
2018,63302,Génova,63,Quindio,3803.0,Quindio (ETC),1230,89.87,104.55,80.0,99.59,93.66,47.58,118.29,106.32,121.16,132.86,89.87,,,6.25,6.93,4.36,9.38,2.94,86.62,0.0,94.07,74.05,94.71,7.14,0.0,1.57,16.57,2.35,1.78,0.99,1.4,2.99,0.0
2016,50325,Mapiripán,50,Meta,3796.0,Meta (ETC),3906,37.8,37.79,20.83,41.29,15.91,5.68,48.03,41.96,78.12,27.18,14.12,25.182,19.23,9.7,6.38,9.57,12.2,7.94,86.07,0.0,86.91,78.4,90.48,4.22,0.0,3.52,9.41,1.59,1.85,0.0,2.15,1.74,1.59
2019,68502,Onzaga,68,Santander,3808.0,Santander (ETC),765,84.58,84.58,70.18,86.6,72.76,38.06,91.11,92.98,99.67,96.27,60.45,,,0.94,3.77,0.66,0.45,1.75,92.16,0.0,96.72,83.86,96.49,6.9,0.0,2.62,15.7,1.75,2.82,1.89,1.97,4.93,0.0
2018,5101,Ciudad Bolívar,5,Antioquia,3758.0,Antioquia (ETC),5081,76.98,89.61,67.7,87.06,69.06,33.15,102.91,82.69,110.27,116.38,68.09,,,7.72,7.14,7.05,10.16,1.96,87.59,0.0,88.06,84.48,93.64,4.69,0.0,4.88,5.36,4.4,3.89,1.02,3.27,5.79,1.71
2014,25178,Chipaque,25,Cundinamarca,3785.0,Cundinamarca (ETC),1912,86.87,90.27,78.32,87.5,73.15,57.71,96.18,85.63,88.89,109.71,93.62,15.21,46.67,1.22,,0.43,2.07,2.22,98.66,0.0,99.57,97.93,96.89,0.12,0.0,0.0,0.0,0.89,6.17,0.0,3.87,10.15,
2015,68051,Aratoca,68,Santander,3808.0,Santander (ETC),1750,91.31,91.31,43.54,88.97,89.93,52.98,103.94,80.27,103.31,122.22,82.12,27.96,31.82,1.2,5.08,0.8,0.85,1.4,98.8,0.0,99.2,99.15,98.6,0.0,0.0,0.0,0.0,0.0,0.96,0.0,1.47,0.68,0.47
2021,85139,Maní,85,Casanare,3.825,Casanare (ETC),3.786,84.73,84.73,65.77,86.05,71.56,35.49,94.51,79.17,102.9,99.59,70.15,,,6.45,7.11,4.89,9.05,4.76,81.9,0.0,89.16,68.23,84.52,11.65,0.0,5.94,22.72,10.71,10.48,0.0,7.86,17.13,8.63
2020,5761,Sopetrán,5,Antioquia,3758.0,Antioquia (ETC),2716,91.13,91.13,65.16,87.33,76.15,41.74,110.01,87.78,106.33,120.68,108.48,,,4.17,3.61,3.52,5.54,2.84,87.06,3.09,90.35,79.78,92.55,8.77,3.09,6.12,14.67,4.61,7.84,0.0,8.89,9.46,3.55
2019,25841,Ubaque,25,Cundinamarca,3785.0,Cundinamarca (ETC),1249,87.99,87.99,45.1,82.58,82.46,50.93,97.28,73.53,100.0,105.45,85.98,,,1.57,2.67,1.57,1.73,0.65,91.61,0.0,94.3,84.69,98.06,6.82,0.0,4.13,13.58,1.29,0.96,0.0,1.96,0.25,0.0
2012,41770,Suaza,41,Huila,3790.0,Huila (ETC),4647,100.69,100.7,65.8,104.4,80.0,31.4,112.6,89.8,134.9,117.3,55.4,20.32,45.45,6.62,8.54,5.88,8.81,1.05,89.59,0.32,92.26,84.81,86.36,3.79,0.32,1.87,6.38,12.59,0.35,0.32,0.4,0.24,0.39
2018,76113,Bugalagrande,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),4757,99.07,76.1,57.1,67.59,69.34,43.68,90.06,85.24,82.23,103.4,83.77,,,1.11,1.2,0.75,1.49,1.02,95.72,0.0,96.24,94.41,96.31,3.17,0.0,3.01,4.1,2.66,0.06,0.0,0.0,0.15,0.0
2015,17380,La Dorada,17,Caldas,3773.0,Caldas (ETC),16331,80.61,80.59,53.26,78.18,65.61,36.51,95.31,72.47,102.49,99.54,79.69,25.56,31.03,4.96,5.42,3.94,6.6,3.86,81.93,0.58,86.94,72.38,82.41,13.11,0.58,9.12,,13.72,4.78,0.0,5.64,5.44,1.81
2015,25312,Granada,25,Cundinamarca,3785.0,Cundinamarca (ETC),1999,73.89,73.89,42.44,75.35,58.2,35.76,87.44,88.37,89.88,90.53,73.18,15.51,45.45,4.93,7.8,4.86,5.3,1.79,95.07,0.0,95.14,94.7,98.21,0.0,0.0,0.0,0.0,0.0,4.79,0.0,2.5,8.61,
2020,25807,Tibirita,25,Cundinamarca,3785.0,Cundinamarca (ETC),469,82.09,82.09,29.73,66.13,94.44,58.33,87.85,51.35,77.96,112.96,77.38,,,0.24,0.0,0.0,0.55,0.0,99.76,0.0,100.0,99.45,100.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,2.07,0.55,0.0
2016,47258,El Piñon,47,Magdalena,3794.0,Magdalena (ETC),4092,93.8,93.84,67.15,89.04,76.1,48.26,104.77,100.29,113.34,107.72,78.67,26.625999999999998,94.44,2.92,3.45,2.37,3.55,2.96,93.93,0.0,95.06,91.03,95.98,3.14,0.0,2.58,5.43,1.06,6.34,13.51,7.89,3.98,1.69
2017,52693,San Pablo,52,Nariño,3798.0,Nariño (ETC),3343,66.0,66.05,39.69,59.16,60.4,30.91,83.07,80.16,84.46,86.11,74.78,25.37,19.44,3.33,1.94,0.62,6.01,4.09,96.67,0.0,99.38,93.99,95.91,0.0,0.0,0.0,0.0,0.0,10.1,8.74,6.06,15.93,5.03
2011,41378,La Argentina,41,Huila,3790.0,Huila (ETC),3655,96.88,96.9,77.2,106.2,76.2,37.4,106.8,86.3,132.4,101.9,61.3,21.53,24.32,5.4,5.38,4.28,7.23,5.9,86.96,0.0,87.96,83.81,85.42,7.64,0.0,7.76,8.97,8.68,0.11,0.0,0.21,0.0,0.0
2012,54553,Puerto Santander,54,Norte de Santander,3801.0,Norte de Santander (ETC),2449,66.88,66.9,58.6,76.2,44.5,17.0,80.6,79.1,100.1,77.6,42.0,31.5,0.0,7.76,10.6,8.62,6.21,4.35,87.09,0.0,86.04,86.34,94.2,5.15,0.0,5.34,7.45,1.45,3.32,0.0,3.05,4.76,3.62
2017,5686,Santa Rosa de Osos,5,Antioquia,3758.0,Antioquia (ETC),8005,97.8,97.73,64.6,90.22,93.07,54.99,106.72,78.06,106.82,121.51,91.42,27.5,43.08,4.02,4.03,3.81,4.7,2.89,92.01,0.0,92.7,90.91,90.72,3.97,0.0,3.49,4.4,6.39,4.29,0.42,4.54,5.8,1.03
2012,97511,Pacoa,97,Vaupés,3831.0,Vaupés (ETC),1582,52.28,52.3,12.3,60.8,16.1,,59.3,29.2,104.5,42.2,,11.21,23.08,4.16,7.89,4.3,3.11,,77.08,2.63,71.7,91.11,,,2.63,,5.78,0.0,2.77,2.63,2.96,2.22,0.0
2020,5212,Copacabana,5,Antioquia,3758.0,Antioquia (ETC),11918,103.61,103.52,75.33,99.55,98.08,54.87,112.75,96.76,112.41,131.09,86.45,,,2.45,2.42,2.69,1.93,3.27,86.99,5.44,91.15,81.13,89.33,10.56,5.44,6.16,16.95,7.4,8.46,0.3,6.54,12.92,4.91
2016,27077,Bajo Baudó,27,Chocó,3789.0,Chocó (ETC),5609,85.9,85.92,46.81,88.54,37.85,9.13,102.48,86.46,141.44,83.12,45.54,24.883000000000003,18.06,2.26,2.68,1.58,4.2,0.38,87.19,0.0,86.53,85.07,89.23,10.55,0.0,11.88,10.73,10.38,1.74,0.0,2.26,1.13,1.15
2012,81220,Cravo Norte,81,Arauca,3824.0,Arauca (ETC),1025,66.05,66.1,52.5,65.7,43.2,23.1,73.5,75.8,88.5,67.9,42.3,22.54,5.56,2.56,2.67,2.34,1.83,6.06,97.31,0.0,97.4,98.17,93.94,0.13,0.0,0.26,0.0,0.0,6.33,0.0,4.43,,1.52
2022,8296,Galapa,8,Atlántico,3764.0,Atlántico (ETC),14835,77.7,77.6,56.77,74.27,69.24,39.17,82.79,75.96,86.79,86.75,67.58,,,4.4,6.05,5.33,3.92,1.6,88.11,0.39,87.67,86.16,92.32,7.49,0.39,7.0,9.92,6.08,6.68,1.42,6.16,8.96,4.79
2019,94343,Barranco Minas,94,Guainía,3829.0,Guainía (ETC),3317,60.96,60.96,59.2,64.58,25.49,4.22,71.15,76.59,92.59,58.7,31.73,,,5.85,4.8,5.04,8.33,4.43,77.84,4.37,73.02,80.93,87.97,16.31,4.37,21.94,10.74,7.59,18.43,5.68,23.28,15.71,6.33
2012,13268,El Peñón,13,Bolívar,3767.0,Bolívar (ETC),2496,85.74,85.7,70.5,84.8,51.3,20.0,97.1,149.8,118.9,82.3,46.8,15.92,14.29,2.95,0.31,3.61,2.37,5.56,97.05,0.0,96.39,97.63,94.44,0.0,0.0,0.0,0.0,0.0,2.91,2.77,2.6,3.7,2.22
2018,25518,Paime,25,Cundinamarca,3785.0,Cundinamarca (ETC),813,86.4,84.38,48.15,79.35,75.68,40.13,97.79,92.59,97.1,108.9,80.25,,,2.0,8.0,1.0,2.35,0.98,98.0,0.0,99.0,97.65,99.02,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.66,3.36,2.94
2020,73168,Chaparral,73,Tolima,3815.0,Tolima (ETC),11254,91.85,91.81,60.96,89.02,76.36,40.86,103.03,90.1,110.16,110.62,76.75,,,5.64,4.92,4.65,7.26,5.25,84.35,1.64,88.3,76.89,84.78,10.01,1.64,7.05,15.85,9.97,5.62,0.27,4.03,9.22,4.5
2013,13760,Soplaviento,13,Bolívar,3767.0,Bolívar (ETC),1894,84.11,84.1,43.8,84.8,71.7,34.4,94.5,113.0,105.3,94.2,62.3,40.23,100.0,0.92,1.82,0.87,0.67,1.09,99.08,0.0,99.13,99.33,98.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,76001,Cali,76,Valle del Cauca,3818.0,Cali,388573,84.41,84.09,60.12,79.9,76.48,46.96,93.08,78.3,91.78,102.44,85.06,,,2.71,3.48,2.82,2.62,2.3,89.78,2.25,91.53,86.96,90.54,7.51,2.25,5.65,10.42,7.16,5.51,1.06,4.84,7.81,2.82
2019,68895,Zapatoca,68,Santander,3808.0,Santander (ETC),1846,102.06,102.0,72.37,98.32,90.82,58.0,114.19,109.21,113.58,123.99,98.0,,,2.81,4.2,2.32,2.99,3.21,95.28,0.7,94.97,95.42,96.26,1.91,0.7,2.71,1.58,0.53,0.12,0.0,0.26,0.0,0.0
2015,94883,San Felipe,94,Guainía,3829.0,Guainía (ETC),558,54.84,54.84,37.21,54.55,18.13,2.94,74.19,144.19,101.82,50.26,30.39,,20.0,,1.61,11.16,,,73.43,1.61,76.79,52.58,67.74,14.01,1.61,12.05,,9.68,0.0,0.0,0.0,0.0,0.0
2020,5670,San Roque,5,Antioquia,3758.0,Antioquia (ETC),4344,80.89,80.89,56.98,76.35,68.01,44.98,91.44,69.23,93.88,97.75,83.36,,,1.22,0.41,0.53,1.93,2.29,94.49,0.0,96.98,90.84,92.43,4.29,0.0,2.49,7.23,5.28,2.08,0.0,1.96,2.81,1.6
2020,17873,Villamaría,17,Caldas,3773.0,Caldas (ETC),10794,83.6,83.03,58.27,76.23,76.27,48.46,92.76,83.24,87.88,105.57,84.06,,,3.56,2.9,2.95,4.29,3.37,94.68,0.0,95.24,93.61,95.18,1.75,0.0,1.81,2.09,1.45,7.35,0.45,5.63,12.03,1.83
2012,15808,Tinjacá,15,Boyacá,3769.0,Boyacá (ETC),682,75.66,75.7,57.5,67.5,64.7,50.5,84.9,87.2,75.4,94.1,91.7,17.18,27.27,3.7,4.88,1.74,6.91,1.22,87.06,0.0,90.0,78.19,95.12,9.24,0.0,8.26,14.89,3.66,0.0,0.0,0.0,0.0,0.0
2017,15097,Boavita,15,Boyacá,3769.0,Boyacá (ETC),1289,73.9,73.86,45.54,63.21,67.5,45.87,86.19,65.35,74.34,100.0,96.79,20.0,22.73,1.96,3.03,0.51,3.32,1.6,93.27,1.52,94.67,90.05,96.81,4.77,1.52,4.82,6.64,1.6,0.47,0.0,0.25,0.71,0.53
2015,15001,Tunja,15,Boyacá,3770.0,Tunja,40479,84.92,84.8,66.53,86.09,72.65,45.74,94.94,90.78,97.51,98.7,83.48,24.03,53.33,1.21,0.65,0.6,1.83,1.54,97.12,0.39,98.5,95.6,96.39,1.67,0.39,0.9,2.57,2.07,7.43,2.61,4.05,,3.61
2020,19809,Timbiquí,19,Cauca,3777.0,Cauca (ETC),7561,76.68,76.68,42.25,74.73,33.46,12.49,99.64,89.18,129.88,82.98,54.41,,,0.52,0.49,0.46,0.46,1.27,95.44,1.15,94.33,96.8,96.18,4.04,1.15,5.21,2.74,2.55,5.43,6.72,6.95,2.57,1.64
2023,25214,Cota,25,Cundinamarca,3785.0,Cundinamarca (ETC),6937,186.72,185.38,95.4,178.83,186.65,132.4,194.44,130.39,194.81,216.69,178.87,,,3.73,5.78,3.54,3.46,3.85,87.68,1.78,90.34,83.08,88.89,8.6,1.78,6.12,13.46,7.26,8.23,3.11,7.09,11.96,4.99
2012,52683,Sandoná,52,Nariño,3798.0,Nariño (ETC),5389,67.8,67.8,37.5,67.2,53.3,31.9,80.6,61.2,98.0,74.3,62.0,14.19,53.13,2.84,2.21,1.07,3.08,9.22,97.13,0.0,98.93,96.92,90.58,0.03,0.0,0.0,0.0,0.2,1.68,1.48,1.76,1.31,2.4
2023,25328,Guayabal de Siquima,25,Cundinamarca,3785.0,Cundinamarca (ETC),811,81.63,81.63,56.06,73.39,83.39,51.52,88.66,66.67,80.12,103.69,90.91,,,4.0,4.55,3.65,5.07,1.89,94.29,0.0,94.89,92.39,97.17,1.71,0.0,1.46,2.54,0.94,4.29,6.82,4.01,4.71,2.83
2023,73352,Icononzo,73,Tolima,3815.0,Tolima (ETC),2185,94.97,94.97,73.1,89.72,79.6,56.59,109.38,101.17,104.31,109.66,125.27,,,4.26,2.63,3.82,5.48,3.27,90.67,0.0,91.79,86.57,94.44,5.07,0.0,4.39,7.95,2.29,8.7,0.66,10.98,10.01,2.94
2014,5376,La Ceja,5,Antioquia,3758.0,Antioquia (ETC),11112,93.6,90.61,81.64,86.15,76.25,55.92,103.12,83.66,106.17,109.98,91.9,33.6,82.61,1.56,0.31,0.56,2.88,2.26,98.32,0.15,99.27,97.06,97.65,0.12,0.15,0.18,0.06,0.08,1.39,0.31,1.47,1.95,0.09
2023,52678,Samaniego,52,Nariño,3798.0,Nariño (ETC),4634,80.77,80.77,80.17,80.62,64.1,36.71,92.02,108.05,96.78,92.86,73.78,,,2.92,1.92,3.05,3.2,2.5,93.93,0.0,95.09,90.63,95.38,3.15,0.0,1.86,6.17,2.12,8.16,3.56,8.46,10.05,5.57
2014,52621,Roberto Payán,52,Nariño,3798.0,Nariño (ETC),6298,69.02,81.18,59.4,50.79,36.46,15.41,85.03,53.69,128.79,60.8,32.0,,20.97,0.54,,0.35,1.19,1.04,99.46,0.0,99.65,98.81,98.96,0.0,0.0,0.0,0.0,0.0,0.34,1.01,0.41,0.0,0.0
2018,68092,Betulia,68,Santander,3808.0,Santander (ETC),1283,98.51,87.45,52.29,85.21,79.11,36.23,98.36,74.31,99.45,116.9,70.05,,,3.53,3.7,2.04,5.03,4.81,81.12,0.0,91.26,64.53,86.54,15.34,0.0,6.69,30.43,8.65,2.84,0.0,0.19,7.32,0.0
2018,13673,Santa Catalina,13,Bolívar,3767.0,Bolívar (ETC),3334,96.65,96.88,61.31,87.85,83.9,45.15,115.48,124.82,120.95,121.02,86.77,,,1.01,1.21,1.12,1.12,0.0,87.06,9.7,90.48,80.85,92.57,11.93,9.7,8.4,18.03,7.43,0.19,0.0,0.15,0.26,0.29
2016,41503,Oporapa,41,Huila,3790.0,Huila (ETC),4059,63.6,63.59,48.19,71.05,52.39,34.19,67.6,65.18,80.02,62.55,46.84,32.529,11.11,1.09,0.43,0.73,2.21,0.36,95.1,0.0,96.43,90.13,98.54,3.81,0.0,2.84,7.66,1.09,3.02,0.0,3.49,4.03,0.36
2019,20032,Astrea,20,Cesar,3779.0,Cesar (ETC),5331,92.16,92.16,54.68,88.25,64.64,33.33,107.26,120.48,123.98,101.93,65.95,,,3.3,3.8,3.09,3.74,2.27,85.15,7.59,88.34,79.82,81.36,11.55,7.59,8.56,16.44,16.36,1.04,2.35,1.28,0.49,0.0
2011,5591,Puerto Triunfo,5,Antioquia,3758.0,Antioquia (ETC),4605,87.97,88.0,83.5,91.1,61.7,28.7,99.2,100.5,120.2,93.3,59.9,21.07,81.82,3.06,2.12,3.56,2.95,1.21,92.23,0.53,92.02,90.98,92.42,4.71,0.53,4.43,6.07,6.36,0.9,0.0,0.81,1.56,0.0
2012,15804,Tibaná,15,Boyacá,3769.0,Boyacá (ETC),2070,84.59,84.6,79.4,86.8,69.5,30.5,94.8,99.4,99.5,108.7,51.0,27.42,12.0,2.7,0.61,2.43,3.96,1.79,93.64,0.0,94.91,89.67,95.24,3.66,0.0,2.66,6.37,2.98,3.49,1.22,4.86,2.41,2.38
2021,54820,Toledo,54,Norte de Santander,3.801,Norte de Santander (ETC),3.529,93.79,93.79,74.48,89.06,80.97,48.21,100.26,95.1,107.25,106.12,73.42,,,3.0,2.94,2.74,3.4,2.78,88.5,0.0,87.95,86.33,91.42,8.51,0.0,9.31,10.27,5.8,5.31,0.0,6.25,5.85,3.71
2017,73854,Valle de San Juan,73,Tolima,3815.0,Tolima (ETC),1526,62.8,62.84,25.0,58.02,54.02,39.37,67.5,46.88,71.45,68.97,64.25,23.191999999999997,52.63,2.62,6.67,3.21,1.94,0.7,89.9,0.0,86.97,91.11,95.07,7.48,0.0,9.83,6.94,4.23,0.0,0.0,0.0,0.0,0.0
2021,52418,Los Andes,52,Nariño,3.798,Nariño (ETC),1.649,96.48,96.48,53.03,87.74,92.47,58.62,108.55,71.97,98.36,132.08,103.45,,,3.75,0.0,1.37,6.27,4.46,88.82,0.0,94.98,81.78,87.73,7.44,0.0,3.65,11.95,7.81,5.62,1.05,2.58,10.35,2.6
2013,25878,Viotá,25,Cundinamarca,3785.0,Cundinamarca (ETC),2779,103.81,103.8,75.7,102.8,92.9,46.8,122.0,103.7,125.0,134.1,100.6,11.44,38.0,2.83,0.44,2.08,3.96,3.79,97.17,0.0,97.92,96.04,96.21,0.0,0.0,0.0,0.0,0.0,1.1,0.44,1.56,1.04,0.0
2018,15162,Cerinza,15,Boyacá,3769.0,Boyacá (ETC),614,79.54,89.74,70.45,86.67,84.19,55.65,96.25,86.36,95.42,107.44,80.87,,,0.34,0.0,0.0,0.43,1.08,91.08,0.0,92.41,87.01,94.62,8.58,0.0,7.59,12.55,4.3,0.0,0.0,0.0,0.0,0.0
2017,23670,San Andrés Sotavento,23,Córdoba,3781.0,Córdoba (ETC),11715,83.8,83.83,50.5,77.16,74.11,46.67,93.48,85.27,96.42,97.69,81.81,23.953000000000003,74.42,2.46,2.24,1.47,3.54,3.26,94.54,0.0,95.49,92.09,95.33,3.0,0.0,3.03,4.37,1.41,4.0,0.67,4.7,4.72,2.0
2014,15550,Pisba,15,Boyacá,3769.0,Boyacá (ETC),293,117.06,82.65,66.67,76.12,61.06,22.54,141.64,103.45,157.03,128.41,147.92,16.25,16.67,4.57,13.33,1.0,10.87,2.04,88.17,3.33,90.05,82.61,93.88,7.26,3.33,8.96,6.52,4.08,0.54,0.0,0.0,0.0,4.08
2017,18247,El Doncello,18,Caquetá,3775.0,Caquetá (ETC),5339,79.6,79.64,48.47,72.89,65.53,34.61,92.02,80.13,98.21,98.12,70.46,27.041,11.29,5.47,5.76,4.34,6.81,5.85,89.33,1.44,91.57,86.18,87.27,5.19,1.44,4.09,7.01,6.89,4.57,3.75,4.34,5.6,2.92
2011,18410,La Montañita,18,Caquetá,3775.0,Caquetá (ETC),6702,72.1,72.1,45.1,81.0,36.0,12.2,87.1,68.2,122.1,70.2,35.9,18.49,8.57,3.19,1.25,3.21,3.76,3.36,96.79,0.0,96.79,96.24,96.22,0.02,0.0,0.0,0.0,0.42,1.31,0.25,1.29,1.84,0.84
2021,15572,Puerto Boyacá,15,Boyacá,3.7689999999999997,Boyacá (ETC),9.903,100.54,100.48,76.61,91.67,92.85,55.4,111.39,93.57,109.13,127.32,94.19,,,6.35,2.55,5.42,7.53,8.22,84.29,0.85,86.48,79.74,83.39,9.35,0.85,8.1,12.73,8.39,7.14,0.57,4.76,12.06,4.11
2021,25594,Quetame,25,Cundinamarca,3.785,Cundinamarca (ETC),1.162,114.89,114.89,57.94,88.82,114.78,101.65,141.31,91.59,105.39,155.65,240.11,,,5.52,9.18,5.87,3.9,6.64,92.83,0.0,92.05,94.15,92.58,1.65,0.0,2.08,1.95,0.78,1.08,2.04,0.76,1.36,0.78
2016,15814,Toca,15,Boyacá,3769.0,Boyacá (ETC),2406,78.7,78.68,67.01,74.53,67.76,53.85,83.04,85.05,85.19,81.51,79.58,24.701999999999998,6.25,2.28,0.65,0.85,4.55,2.0,92.13,0.0,96.7,86.06,89.33,5.59,0.0,2.44,9.39,8.67,2.48,0.0,2.93,2.88,1.67
2019,19548,Piendamó,19,Cauca,3777.0,Cauca (ETC),8063,87.59,87.57,55.75,86.76,74.54,38.67,100.66,100.31,104.66,105.39,82.81,,,2.61,2.94,2.07,3.25,2.5,88.29,0.0,92.89,79.69,90.37,9.1,0.0,5.04,17.06,7.13,1.37,0.0,1.11,2.15,0.95
2013,70717,San Pedro,70,Sucre,3813.0,Sucre (ETC),3630,108.54,108.5,57.7,105.2,87.8,47.4,126.8,167.3,135.6,124.9,90.6,26.1,47.62,3.73,5.38,3.86,3.59,2.01,88.64,0.0,87.96,85.01,95.38,7.63,0.0,8.18,11.41,2.61,0.16,0.0,0.1,0.36,0.0
2016,8436,Manatí,8,Atlántico,3764.0,Atlántico (ETC),2987,119.2,119.22,60.15,103.25,97.04,67.01,158.42,139.85,169.04,141.79,174.48,30.32,83.33,4.86,1.37,6.11,5.32,2.09,91.97,3.01,90.31,91.56,95.82,3.17,3.01,3.58,3.12,2.09,0.87,0.0,0.82,1.52,0.0
2015,76670,San Pedro,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),3305,83.3,83.15,49.26,88.16,68.0,26.47,95.22,73.7,108.6,107.93,52.94,23.78,19.23,2.62,1.3,1.71,3.76,3.7,94.87,0.65,95.92,92.8,95.47,2.51,0.65,2.37,3.44,0.82,2.23,0.65,3.18,1.61,0.82
2017,8433,Malambo,8,Atlántico,3960.0,Malambo,27645,83.5,83.21,48.32,84.32,68.2,38.5,89.31,74.8,102.13,89.4,63.9,31.697,100.0,1.32,2.54,1.38,1.14,0.92,98.49,0.0,98.55,98.45,98.98,0.19,0.0,0.07,0.41,0.1,0.93,0.74,1.08,0.97,0.19
2019,19532,Patía,19,Cauca,3777.0,Cauca (ETC),7362,82.27,82.27,44.05,75.19,74.34,33.7,101.21,86.96,99.44,118.4,77.9,,,3.86,3.39,2.66,4.76,5.43,89.2,0.45,90.29,86.53,90.07,6.94,0.45,7.05,8.71,4.5,1.13,0.23,1.39,1.25,0.4
